,0
0,-478.0
0,-118.5
0,-124.0
0,-113.0
0,-111.75
0,-124.0
0,-134.75
0,-111.75
0,-52.75
0,-114.5
0,-106.25
0,-100.75
0,-138.75
0,-111.75
0,-124.0
0,-113.0
0,-107.75
0,-128.0
0,-115.75
0,-128.0
0,-109.0
0,-129.25
0,-149.5
0,-117.25
0,-117.25
0,-107.75
0,-87.25
0,-113.0
0,-39.0
0,-113.0
0,-103.5
0,-119.75
0,-83.0
0,-111.75
0,-129.25
0,-121.25
0,-113.0
0,-124.0
0,-115.75
0,-132.0
0,-122.5
0,-129.25
0,-109.0
0,-128.0
0,-94.0
0,-121.25
0,-100.75
0,-119.75
0,-114.5
0,-129.25
0,-105.0
0,-111.75
0,-124.0
0,-109.0
0,-102.25
0,-117.25
0,-92.75
0,-119.75
0,-95.5
0,-114.5
0,-88.5
0,-114.5
0,-79.0
0,-107.75
0,-113.0
0,-115.75
0,-117.25
0,-111.75
0,-130.75
0,-124.0
0,-125.25
0,-110.5
0,-125.25
0,-115.75
0,-124.0
0,-118.5
0,-122.5
0,-136.0
0,-119.75
0,-114.5
0,-115.75
0,-102.25
0,-106.25
0,-99.5
0,-106.25
0,-98.25
0,-111.75
0,-87.25
0,-121.25
0,-109.0
0,-110.5
0,-137.5
0,-114.5
0,-114.5
0,-113.0
0,-109.0
0,-111.75
0,-118.5
0,-105.0
0,-119.75
0,-113.0
0,-130.75
0,-114.5
0,-133.25
0,-103.5
0,-126.5
0,-119.75
0,-68.0
0,-130.75
0,-105.0
0,-103.5
0,-106.25
0,-118.5
0,-115.75
0,-136.0
0,-109.0
0,-130.75
0,-118.5
0,-124.0
0,-105.0
0,-114.5
0,-105.0
0,-115.75
0,-118.5
0,-72.25
0,-121.25
0,-63.75
0,-128.0
0,-68.0
0,-113.0
0,-98.25
0,-114.5
0,-96.75
0,-128.0
0,-113.0
0,-57.0
0,-126.5
0,-136.0
0,-142.75
0,-98.25
0,-107.75
0,-113.0
0,-118.5
0,-119.75
0,-142.75
0,-138.75
0,-110.5
0,-109.0
0,-125.25
0,-138.75
0,-111.75
0,-100.75
0,-114.5
0,-111.75
0,-87.25
0,-121.25
0,-153.5
0,-125.25
0,-98.25
0,-128.0
0,-109.0
0,-45.75
0,-125.25
0,-152.0
0,-142.75
0,-115.75
0,-121.25
0,-124.0
0,-91.25
0,-122.5
0,-111.75
0,-125.25
0,-133.25
0,-117.25
0,-136.0
0,-118.5
0,-114.5
0,-124.0
0,-110.5
0,-121.25
0,-113.0
0,-128.0
0,-118.5
0,-113.0
0,-129.25
0,-103.5
0,-37.5
0,-124.0
0,-150.75
0,-125.25
0,-90.0
0,-113.0
0,-115.75
0,-109.0
0,-130.75
0,-100.75
0,-158.75
0,-109.0
0,-85.75
0,-106.25
0,-124.0
0,-128.0
0,-106.25
0,-44.5
0,-115.75
0,-115.75
0,-129.25
0,-111.75
0,-137.5
0,-114.5
0,-126.5
0,-95.5
0,-136.0
0,-96.75
0,-124.0
0,-111.75
0,-119.75
0,-119.75
0,-115.75
0,-121.25
0,-110.5
0,-125.25
0,-125.25
0,-99.5
0,-138.75
0,-100.75
0,-126.5
0,-100.75
0,-115.75
0,-105.0
0,-107.75
0,-107.75
0,-47.25
0,-113.0
0,-119.75
0,-124.0
0,-153.5
0,-124.0
0,-118.5
0,-137.5
0,-110.5
0,-70.75
0,-118.5
0,-110.5
0,-132.0
0,-115.75
0,-52.75
0,-136.0
0,-118.5
0,-121.25
0,-107.75
0,-47.25
0,-117.25
0,-144.0
0,-140.0
0,-110.5
0,-57.0
0,-109.0
0,-146.75
0,-111.75
0,-114.5
0,-144.0
0,-130.75
0,-105.0
0,-77.75
0,-121.25
0,-111.75
0,-129.25
0,-105.0
0,-99.5
0,-117.25
0,-113.0
0,-114.5
0,-105.0
0,-133.25
0,-118.5
0,-39.0
0,-118.5
0,-146.75
0,-124.0
0,-95.5
0,-129.25
0,-102.25
0,-39.0
0,-103.5
0,-122.5
0,-119.75
0,-117.25
0,-121.25
0,-138.75
0,-117.25
0,-62.5
0,-113.0
0,-85.75
0,-130.75
0,-121.25
0,-109.0
0,-146.75
0,-132.0
0,-142.75
0,-129.25
0,-92.75
0,-111.75
0,-111.75
0,-73.5
0,-125.25
0,-148.0
0,-117.25
0,-146.75
0,-113.0
0,-107.75
0,-115.75
0,-125.25
0,-113.0
0,-119.75
0,-160.0
0,-134.75
0,-105.0
0,-114.5
0,-109.0
0,-121.25
0,-121.25
0,-150.75
0,-122.5
0,-106.25
0,-119.75
0,-129.25
0,-149.5
0,-137.5
0,-102.25
0,-117.25
0,-125.25
0,-119.75
0,-138.75
0,-96.75
0,-137.5
0,-109.0
0,-110.5
0,-126.5
0,-110.5
0,-109.0
0,-153.5
0,-134.75
0,-106.25
0,-50.0
0,-125.25
0,-125.25
0,-128.0
0,-111.75
0,-137.5
0,-98.25
0,-54.25
0,-129.25
0,-149.5
0,-126.5
0,-100.75
0,-47.25
0,-109.0
0,-110.5
0,-122.5
0,-114.5
0,-125.25
0,-130.75
0,-105.0
0,-125.25
0,-128.0
0,-110.5
0,-136.0
0,-118.5
0,-105.0
0,-111.75
0,-119.75
0,-122.5
0,-128.0
0,-90.0
0,-36.0
0,-121.25
0,-109.0
0,-115.75
0,-125.25
0,-122.5
0,-96.75
0,-118.5
0,-118.5
0,-146.75
0,-133.25
0,-144.0
0,-125.25
0,-103.5
0,-110.5
0,-111.75
0,-19.25
0,-132.0
0,-129.25
0,-125.25
0,-96.75
0,-103.5
0,-119.75
0,-133.25
0,-115.75
0,-105.0
0,-106.25
0,-124.0
0,-114.5
0,-128.0
0,-111.75
0,-109.0
0,-126.5
0,-124.0
0,-118.5
0,-94.0
0,-129.25
0,-111.75
0,-105.0
0,-115.75
0,-106.25
0,-122.5
0,-142.75
0,-129.25
0,-115.75
0,-119.75
0,-102.25
0,-106.25
0,-113.0
0,-111.75
0,-115.75
0,-154.75
0,-122.5
0,-100.75
0,-105.0
0,-106.25
0,-99.5
0,-124.0
0,-150.75
0,-129.25
0,-100.75
0,-126.5
0,-100.75
0,-110.5
0,-118.5
0,-114.5
0,-114.5
0,-45.75
0,-128.0
0,-121.25
0,-121.25
0,-107.75
0,-113.0
0,-119.75
0,-117.25
0,-119.75
0,-156.0
0,-133.25
0,-91.25
0,-117.25
0,-109.0
0,-110.5
0,-113.0
0,-91.25
0,-118.5
0,-130.75
0,-115.75
0,-149.5
0,-130.75
0,-90.0
0,-137.5
0,-98.25
0,-100.75
0,-115.75
0,-52.75
0,-117.25
0,-117.25
0,-125.25
0,-152.0
0,-124.0
0,-110.5
0,-125.25
0,-106.25
0,-134.75
0,-98.25
0,-102.25
0,-114.5
0,-125.25
0,-130.75
0,-113.0
0,-51.5
0,-115.75
0,-150.75
0,-121.25
0,-121.25
0,-79.0
0,-126.5
0,-105.0
0,-138.75
0,-111.75
0,-96.75
0,-114.5
0,-96.75
0,-124.0
0,-110.5
0,-85.75
0,-119.75
0,-115.75
0,-111.75
0,-118.5
0,-126.5
0,-121.25
0,-92.75
0,-52.75
0,-126.5
0,-102.25
0,-113.0
0,-119.75
0,-130.75
0,-141.5
0,-110.5
0,-126.5
0,-136.0
0,-105.0
0,-132.0
0,-138.75
0,-122.5
0,-125.25
0,-136.0
0,-106.25
0,-109.0
0,-126.5
0,-107.75
0,-87.25
0,-128.0
0,-100.75
0,-96.75
0,-124.0
0,-100.75
0,-122.5
0,-114.5
0,-142.75
0,-118.5
0,-105.0
0,-103.5
0,-111.75
0,-119.75
0,-106.25
0,-100.75
0,-107.75
0,-15.0
0,-137.5
0,-128.0
0,-141.5
0,-129.25
0,-124.0
0,-138.75
0,-122.5
0,-119.75
0,-111.75
0,-129.25
0,-124.0
0,-118.5
0,-124.0
0,-128.0
0,-122.5
0,-124.0
0,-106.25
0,-114.5
0,-114.5
0,-114.5
0,-106.25
0,-43.0
0,-138.75
0,-115.75
0,-99.5
0,-126.5
0,-110.5
0,-114.5
0,-118.5
0,-129.25
0,-128.0
0,-126.5
0,-130.75
0,-126.5
0,-119.75
0,-115.75
0,-111.75
0,-44.5
0,-118.5
0,-75.0
0,-124.0
0,-98.25
0,-128.0
0,-98.25
0,-113.0
0,-115.75
0,-118.5
0,-107.75
0,-121.25
0,-130.75
0,-44.5
0,-119.75
0,-133.25
0,-124.0
0,-122.5
0,-111.75
0,-126.5
0,-113.0
0,-122.5
0,-110.5
0,-126.5
0,-126.5
0,-65.25
0,-115.75
0,-119.75
0,-125.25
0,-111.75
0,-107.75
0,-125.25
0,-124.0
0,-154.75
0,-102.25
0,-118.5
0,-113.0
0,-57.0
0,-125.25
0,-99.5
0,-44.5
0,-110.5
0,-98.25
0,-119.75
0,-125.25
0,-149.5
0,-122.5
0,-114.5
0,-65.25
0,-119.75
0,-98.25
0,-122.5
0,-114.5
0,-146.75
0,-129.25
0,-119.75
0,-119.75
0,-134.75
0,-111.75
0,-142.75
0,-119.75
0,-100.75
0,-129.25
0,-106.25
0,-36.0
0,-125.25
0,-118.5
0,-121.25
0,-100.75
0,-109.0
0,-117.25
0,-119.75
0,-132.0
0,-105.0
0,-102.25
0,-118.5
0,-114.5
0,-124.0
0,-111.75
0,-110.5
0,-134.75
0,-117.25
0,-102.25
0,-124.0
0,-117.25
0,-110.5
0,-129.25
0,-114.5
0,-125.25
0,-140.0
0,-106.25
0,-111.75
0,-114.5
0,-105.0
0,-57.0
0,-110.5
0,-114.5
0,-106.25
0,-105.0
0,-148.0
0,-136.0
0,-113.0
0,-103.5
0,-124.0
0,-96.75
0,-109.0
0,-118.5
0,-117.25
0,-121.25
0,-98.25
0,-111.75
0,-110.5
0,-119.75
0,-126.5
0,-102.25
0,-113.0
0,-114.5
0,-114.5
